Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
simple,BOREA-0100,Vapes / E-liquides,1,0,visible,"Large gamme de saveurs et de concentrations (CBD, HHC-PO, THCP, CBN, CBG).","Découvrez notre Vapes / E-liquides de qualité premium. Large gamme de saveurs et de concentrations (CBD, HHC-PO, THCP, CBN, CBG).",,,taxable,,1,,,,,,,,,1,,,29.90,Produits Inhalables,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_vape_luxe.png,,,,,,,,,,Concentration,,1,1,Spectre,,1,1
simple,BOREA-0101,Puffs / Disposables,1,0,visible,Vapes jetables pour une utilisation facile et discrète.,Découvrez notre Puffs / Disposables de qualité premium. Vapes jetables pour une utilisation facile et discrète.,,,taxable,,1,,,,,,,,,1,,,29.90,Produits Inhalables,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_vape_luxe.png,,,,,,,,,,Concentration,,1,1,Spectre,,1,1
simple,BOREA-0102,Cartouches,1,0,visible,"Pour batteries réutilisables, avec différentes souches et profils terpéniques.","Découvrez notre Cartouches de qualité premium. Pour batteries réutilisables, avec différentes souches et profils terpéniques.",,,taxable,,1,,,,,,,,,1,,,29.90,Produits Inhalables,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_vape_luxe.png,,,,,,,,,,Concentration,,1,1,Spectre,,1,1
simple,BOREA-0103,Fleurs Premium,1,0,visible,"Sélection de souches rares et exotiques (Indoor, Greenhouse, Outdoor) avec des profils terpéniques détaillés.","Découvrez notre Fleurs Premium de qualité premium. Sélection de souches rares et exotiques (Indoor, Greenhouse, Outdoor) avec des profils terpéniques détaillés.",,,taxable,,1,,,,,,,,,1,,,29.90,Produits Inhalables,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_fleur_cbd_luxe.png,,,,,,,,,,Concentration,,1,1,Spectre,,1,1
simple,GP-FOG-1,Fleurs CBD OG Kush Indoor — 1g,1,0,visible,"Format 1g. ~18% CBD, THC < 0,2%. Indoor France.","<p>OG Kush Indoor — <strong>1g</strong>. CBD : ~18% &middot; THC : &lt; 0,2% &middot; Culture : Indoor France.</p><ul><li>Grammage : <strong>1g</strong></li><li>CBD : ~18% &middot; THC : &lt; 0,2%</li><li>Culture : Indoor France</li></ul>",,,taxable,,1,200,,0,,0.001,,,,,1,,5.90,,Fleurs CBD,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_fleur_cbd_gorilla.png,,,,,,,,,,,Grammage,1g,1,1,Spectre,Fleur séchée,1,1
simple,GP-FOG-3,Fleurs CBD OG Kush Indoor — 3g,1,1,visible,"Format 3g. ~18% CBD, THC < 0,2%. Indoor France.","<p>OG Kush Indoor — <strong>3g</strong>. CBD : ~18% &middot; THC : &lt; 0,2% &middot; Culture : Indoor France.</p><ul><li>Grammage : <strong>3g</strong></li><li>CBD : ~18% &middot; THC : &lt; 0,2%</li><li>Culture : Indoor France</li></ul>",,,taxable,,1,300,,0,,0.003,,,,,1,,14.90,,Fleurs CBD,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_fleur_cbd_gorilla.png,,,,,,,,,,,Grammage,3g,1,1,Spectre,Fleur séchée,1,1
simple,GP-FOG-5,Fleurs CBD OG Kush Indoor — 5g,1,0,visible,"Format 5g. ~18% CBD, THC < 0,2%. Indoor France.","<p>OG Kush Indoor — <strong>5g</strong>. CBD : ~18% &middot; THC : &lt; 0,2% &middot; Culture : Indoor France.</p><ul><li>Grammage : <strong>5g</strong></li><li>CBD : ~18% &middot; THC : &lt; 0,2%</li><li>Culture : Indoor France</li></ul>",,,taxable,,1,200,,0,,0.005,,,,,1,19.90,22.90,,Fleurs CBD,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_fleur_cbd_gorilla.png,,,,,,,,,,,Grammage,5g,1,1,Spectre,Fleur séchée,1,1
simple,GP-FOG-10,Fleurs CBD OG Kush Indoor — 10g,1,0,visible,"Format 10g. ~18% CBD, THC < 0,2%. Indoor France.","<p>OG Kush Indoor — <strong>10g</strong>. CBD : ~18% &middot; THC : &lt; 0,2% &middot; Culture : Indoor France.</p><ul><li>Grammage : <strong>10g</strong></li><li>CBD : ~18% &middot; THC : &lt; 0,2%</li><li>Culture : Indoor France</li></ul>",,,taxable,,1,150,,0,,0.010,,,,,1,,39.90,,Fleurs CBD,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_fleur_cbd_gorilla.png,,,,,,,,,,,Grammage,10g,1,1,Spectre,Fleur séchée,1,1
simple,GP-FOG-25,Fleurs CBD OG Kush Indoor — 25g,1,0,visible,"Format 25g. ~18% CBD, THC < 0,2%. Indoor France.","<p>OG Kush Indoor — <strong>25g</strong>. CBD : ~18% &middot; THC : &lt; 0,2% &middot; Culture : Indoor France.</p><ul><li>Grammage : <strong>25g</strong></li><li>CBD : ~18% &middot; THC : &lt; 0,2%</li><li>Culture : Indoor France</li></ul>",,,taxable,,1,100,,0,,0.025,,,,,1,79.90,84.90,,Fleurs CBD,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_fleur_cbd_gorilla.png,,,,,,,,,,,Grammage,25g,1,1,Spectre,Fleur séchée,1,1
simple,GP-FOG-50,Fleurs CBD OG Kush Indoor — 50g,1,0,visible,"Format 50g. ~18% CBD, THC < 0,2%. Indoor France.","<p>OG Kush Indoor — <strong>50g</strong>. CBD : ~18% &middot; THC : &lt; 0,2% &middot; Culture : Indoor France.</p><ul><li>Grammage : <strong>50g</strong></li><li>CBD : ~18% &middot; THC : &lt; 0,2%</li><li>Culture : Indoor France</li></ul>",,,taxable,,1,60,,0,,0.050,,,,,1,139.90,149.90,,Fleurs CBD,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_fleur_cbd_gorilla.png,,,,,,,,,,,Grammage,50g,1,1,Spectre,Fleur séchée,1,1
simple,GP-FOG-100,Fleurs CBD OG Kush Indoor — 100g,1,0,visible,"Format 100g. ~18% CBD, THC < 0,2%. Indoor France.","<p>OG Kush Indoor — <strong>100g</strong>. CBD : ~18% &middot; THC : &lt; 0,2% &middot; Culture : Indoor France.</p><ul><li>Grammage : <strong>100g</strong></li><li>CBD : ~18% &middot; THC : &lt; 0,2%</li><li>Culture : Indoor France</li></ul>",,,taxable,,1,40,,0,,0.100,,,,,1,249.90,269.90,,Fleurs CBD,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_fleur_cbd_gorilla.png,,,,,,,,,,,Grammage,100g,1,1,Spectre,Fleur séchée,1,1
simple,GP-FOG-250,Fleurs CBD OG Kush Indoor — 250g,1,0,visible,"Format 250g. ~18% CBD, THC < 0,2%. Indoor France.","<p>OG Kush Indoor — <strong>250g</strong>. CBD : ~18% &middot; THC : &lt; 0,2% &middot; Culture : Indoor France.</p><ul><li>Grammage : <strong>250g</strong></li><li>CBD : ~18% &middot; THC : &lt; 0,2%</li><li>Culture : Indoor France</li></ul>",,,taxable,,1,20,,0,,0.250,,,,,1,549.90,599.90,,Fleurs CBD,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_fleur_cbd_gorilla.png,,,,,,,,,,,Grammage,250g,1,1,Spectre,Fleur séchée,1,1
simple,GP-FOG-500,Fleurs CBD OG Kush Indoor — 500g,1,0,visible,"Format 500g. ~18% CBD, THC < 0,2%. Indoor France.","<p>OG Kush Indoor — <strong>500g</strong>. CBD : ~18% &middot; THC : &lt; 0,2% &middot; Culture : Indoor France.</p><ul><li>Grammage : <strong>500g</strong></li><li>CBD : ~18% &middot; THC : &lt; 0,2%</li><li>Culture : Indoor France</li></ul>",,,taxable,,1,10,,0,,0.500,,,,,1,999.90,1099.90,,Fleurs CBD,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_fleur_cbd_gorilla.png,,,,,,,,,,,Grammage,500g,1,1,Spectre,Fleur séchée,1,1
simple,GP-FOG-1000,Fleurs CBD OG Kush Indoor — 1kg,1,0,visible,"Format 1kg. ~18% CBD, THC < 0,2%. Indoor France.","<p>OG Kush Indoor — <strong>1kg</strong>. CBD : ~18% &middot; THC : &lt; 0,2% &middot; Culture : Indoor France.</p><ul><li>Grammage : <strong>1kg</strong></li><li>CBD : ~18% &middot; THC : &lt; 0,2%</li><li>Culture : Indoor France</li></ul>",,,taxable,,1,5,,0,,1.000,,,,,1,1799.90,1999.90,,Fleurs CBD,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_fleur_cbd_gorilla.png,,,,,,,,,,,Grammage,1kg,1,1,Spectre,Fleur séchée,1,1
simple,GP-FAH-1,Fleurs CBD Amnesia Haze Indoor — 1g,1,1,visible,"Format 1g. ~16% CBD, THC < 0,2%. Indoor Espagne.","<p>Amnesia Haze Indoor — <strong>1g</strong>. CBD : ~16% &middot; THC : &lt; 0,2% &middot; Culture : Indoor Espagne.</p><ul><li>Grammage : <strong>1g</strong></li><li>CBD : ~16% &middot; THC : &lt; 0,2%</li><li>Culture : Indoor Espagne</li></ul>",,,taxable,,1,300,,0,,0.001,,,,,1,,5.90,,Fleurs CBD,,,https://cbdborea.com/wp-content/themes/greenpure-cbd-theme/assets/images/products-premium/borea_fleur_amnesia_haze.png,,,,,,,,,,,Grammage,1g,1,1,Spectre,Fleur séchée,1,1
